district,count,mean,std,min,50%,80%,90%,max
嘉定,8472.0,60.567519823535456,46.69672570215233,13.491015557724324,58.31684388682993,75.66595774948591,83.98525984320696,4000.0
奉贤,2787.0,33.741862057735645,9.838971834127223,7.332412081558984,32.89473684210526,41.31501832484447,46.415343079799904,78.37637158650277
宝山,12883.0,67.41763028987869,52.32649284075717,0.5341642555085688,65.45454545454545,82.10456602959133,91.0900355076602,5600.0
崇明,1063.0,24.145681299277523,12.86269190432123,3.7313432835820897,22.5,33.75,39.46152331217798,138.88888888888889
徐汇,10921.0,130.8487415520356,41.90302384395322,46.37297118251076,124.54212454212454,155.71473061351605,178.15784785319792,681.8181818181819
普陀,9758.0,108.10384730687373,29.100763945765234,27.33734281027884,104.64363398928731,129.76937508086428,143.2976712352263,387.23404255319144
杨浦,9043.0,108.12277185524424,23.160025999011356,22.10844775424715,105.45267489711934,125.3581688691725,137.82129067843354,322.03389830508473
松江,9123.0,inf,,0.9555555555555556,55.478502080443825,68.9768812547122,77.77752360618653,inf
浦东,8635.0,97.04319333021225,76.23146714849958,4.4987146529562985,92.45562130177515,125.21327557250035,143.98952354041577,6200.0
虹口,5872.0,111.89990633857964,32.529143341447394,32.63871453678132,107.38691570468106,132.550771015367,149.23636481001472,928.5714285714286
金山,1327.0,28.29589596588727,7.494048724600685,5.681818181818182,27.77777777777778,33.94334382521755,37.57623447996411,63.86311603807688
长宁,8318.0,134.97539384909686,33.97154693533044,1.0,131.14997709955446,158.1384650360405,175.56482652057872,484.1584158415842
闵行,14264.0,80.9161121884229,27.13882081418967,6.756756756756757,77.41935483870968,101.35606181548388,115.58467546132668,409.6681687832855
青浦,5471.0,62.893898965084034,103.95628282524419,8.069288288772931,55.579307396323216,79.20792079207921,95.87243919668987,7500.0
静安,10180.0,131.94358730252992,49.355519008126926,3.569185083661698,122.90933955013328,162.5062814070352,189.62991970370152,560.2352941176471
黄浦,4782.0,158.6277901674558,48.977471335843624,6.5476190476190474,148.38445747800586,183.80882352941177,218.61351427043817,744.6808510638298
