district,subdistrict,count,mean,std,min,50%,80%,90%,max
嘉定,丰庄,110.0,82.59478361526553,15.675019399947297,55.725190839694655,80.1659862380925,93.77525895902944,108.27197921177999,126.73913043478261
嘉定,南翔,374.0,68.38720670731914,14.851094422396285,32.25522681289036,66.31777344649123,78.01970763642886,87.46320069901869,116.10297829379101
嘉定,嘉定新城,286.0,61.508214300327595,14.562829204668619,33.106258356146945,58.56342759140422,72.72727272727273,80.33290653008963,114.76664116296864
嘉定,嘉定老城,127.0,49.97552190691362,15.958231695179006,24.845602328387873,46.917704221075006,60.197080918426515,70.16747985365585,123.56484580136951
嘉定,外冈,25.0,38.11856196811003,13.58850265333683,18.27914871393132,36.78929765886288,45.0210219432232,56.562969663689195,71.89359747573592
嘉定,安亭,388.0,45.023221877499736,11.096876560765553,20.06974235468252,44.3904979533262,53.00889826621411,57.738624859545354,90.09679821295607
嘉定,徐行,33.0,39.84213670490066,7.501961865138212,17.15424915387825,38.8235294117647,43.60417750434607,46.878565712442736,58.322640849177645
嘉定,新成路,27.0,38.2495866307721,9.825019652912662,23.317788141239173,36.34475597092419,43.30698970050223,49.232659739641164,69.97712286367918
嘉定,江桥,353.0,70.52998879459484,14.166707861062454,34.930836942853155,69.3520571569352,81.16847305168474,86.62439719235293,147.72727272727272
嘉定,菊园新区,167.0,49.483897456344316,11.501260305102974,25.77319587628866,49.02647429611991,58.729458214520726,64.10432395332876,80.16369764082812
嘉定,马陆,16.0,46.266893231887195,5.594579490855777,36.61811376027342,47.52959051602859,48.91304347826087,50.49049034111669,60.317460317460316
奉贤,南桥,341.0,34.28673476844799,9.536006905541845,16.159004605316312,33.56080098445016,41.6141235813367,46.666666666666664,66.6814847743943
奉贤,四团,17.0,34.60254293366719,11.458720670272958,13.66120218579235,34.28963310092582,46.19239199472447,50.40171124384538,51.918735891647856
奉贤,奉贤金汇,138.0,31.38568366101753,8.71263036957619,16.666666666666668,31.401417991923495,38.641889894182746,44.06247630569365,51.92878338278932
奉贤,庄行,15.0,29.364867509558664,7.278278932918752,19.120458891013385,30.71185697049468,35.69948644692402,38.24255006466399,39.39722249581404
奉贤,柘林,2.0,20.622958953051842,2.006656782095085,19.20403833491843,20.622958953051842,21.474311323931886,21.75809544755857,22.04187957118525
奉贤,海湾,94.0,31.25084556356605,10.01398410801342,15.211439002129602,30.45784457478006,37.12079203329351,47.91965454069615,56.590632073829006
奉贤,西渡,92.0,39.309073228730874,10.545258609192194,19.607843137254903,38.07395413197812,46.28996905518356,50.75371347640155,78.0793319415449
宝山,上大,356.0,66.1886070182645,13.34017488555356,34.414055424741896,64.7037011194067,74.67861524510589,82.3800272728971,142.85714285714286
宝山,共富,75.0,57.893372638492075,10.369405946199993,28.381446642880313,56.81297535049941,67.69647395847191,70.79434709492119,78.1712661376288
宝山,共康,145.0,71.45165822809187,10.883996678838441,45.01462975467027,70.61988566304227,80.23033608229139,85.30132232131089,102.5
宝山,大华,225.0,83.16162465409855,20.614526121693793,45.5005055611729,79.3103448275862,92.91829867708377,101.58714991018002,205.4653790836244
宝山,大场镇,116.0,70.11602575548352,14.573195680373784,42.46284501061571,69.29223744292239,81.03727714748784,88.06022400567807,124.7537754432042
宝山,张庙,162.0,75.26317674938792,15.514688840638575,48.237476808905384,71.87640386343216,89.41239892183289,96.80557280056284,123.7839651123784
宝山,月浦,99.0,49.09377112387004,11.018758960932141,25.796121686532643,48.87714663143989,56.71882933286183,61.87999277064883,85.19324986390855
宝山,杨行,282.0,59.08567148769207,13.346815072910303,1.0,57.01999980125065,67.72948354990494,73.61216754743134,106.44768856447688
宝山,淞南,156.0,79.19099822262885,17.667821286981333,46.25,75.22252449321977,96.55172413793103,104.68960245570022,132.76434329065907
宝山,淞宝,249.0,68.79761988497415,14.452721757190547,27.66340710241894,66.46095418941371,80.69224879107068,87.49416931675306,132.73381294964028
宝山,罗店,237.0,44.72840662585482,10.946168816556389,21.34069796635702,43.6046511627907,53.551694577183255,60.41672118889616,77.46835443037975
宝山,罗泾,17.0,38.26040309659203,16.063718736338938,0.5341642555085688,41.05263157894737,46.10087392947287,49.29499742081378,73.2243104710764
宝山,通河,72.0,81.52993573925194,15.408682066572355,54.1813898704358,79.91280414630553,94.90671807373081,101.90536862060456,123.1437884824339
宝山,顾村,689.0,57.504326161044126,17.02275066115722,22.40717029449424,53.57142857142857,69.27155371138772,84.66270128404814,120.27346387575962
宝山,高境,157.0,87.01939612106578,20.1914817912025,39.31435760339676,83.18264014466546,102.86978269411252,112.5989415554533,159.85790408525753
崇明,崇明其它,1.0,36.52834599649328,,36.52834599649328,36.52834599649328,36.52834599649328,36.52834599649328,36.52834599649328
崇明,崇明新城,106.0,27.61043475962765,16.36707249890912,7.509974184463741,24.52118524820311,33.88063591347407,44.20716600916823,95.52880481513327
崇明,长兴岛,39.0,32.25718096966473,9.98203092938256,18.333333333333332,30.0,40.668000000000006,46.26658744305804,59.41770647653
崇明,陈家镇,148.0,19.63469940930706,11.46045018777023,3.7313432835820897,18.61714417744917,24.61873638344227,33.36342360414577,79.1139240506329
徐汇,万体馆,130.0,128.60495208375528,30.92823008995044,55.00305572531807,125.45084737257861,145.29414185726148,163.605529795638,284.4086021505376
徐汇,上海南站,85.0,101.71871151278334,18.423417881504232,66.65244747787139,100.79798404031918,115.72802653399668,126.80773038981995,148.69608826479438
徐汇,华东理工,122.0,92.41670341970436,20.083166996050164,48.899755501222494,92.2923197492163,104.90192900536887,111.46511627906978,192.82296650717706
