district,count,mean,std,min,50%,80%,90%,max
上海周边,4.0,32.24493959357318,12.843928190741526,17.763649962602845,33.10856555785965,42.53230119876205,43.7656392473663,44.99897729597055
嘉定,6024.0,64.91525904236659,19.59247606257714,15.79897682816732,63.45573234125605,80.26508880848176,89.29423507644367,368.75
奉贤,2141.0,36.95362314164799,11.516745200251414,8.574150523975867,35.7653791130186,45.89585172109444,51.594746716697934,108.58549297813813
宝山,9814.0,73.3745536766668,19.27083065353925,19.397889509621354,72.2667988279645,89.02077151335311,97.8829956749374,355.7670989912427
崇明,141.0,27.440398547599077,11.440935053424138,8.301510874979247,25.69099929128278,35.0,40.0,91.96723667193562
徐汇,9762.0,140.7815953161105,52.96924856579308,48.78048780487805,132.3865856730544,168.76989858044993,198.77083904212057,1225.4901960784314
普陀,8446.0,114.21006339274285,29.73552253724653,6.500260010400416,110.93855513216283,136.14703880190606,152.33581584292486,345.32374100719426
杨浦,7354.0,114.48282885615156,23.615273944674446,0.10459278542209,111.82108626198082,132.27513227513228,145.24328249818447,248.22695035460993
松江,7917.0,61.843258760835006,18.117222828742573,10.946241790318657,60.317460317460316,72.65492323133657,82.36182477109602,384.22649140546
浦东,8969.0,111.13242708249929,45.542633082347024,12.474484009979586,104.29703796412183,142.85714285714286,165.5957201202398,862.9058354007119
虹口,4705.0,121.10120559269058,32.3385253541661,30.612244897959183,116.3732038048978,142.8604751907761,161.82391306100405,372.01426482284427
金山,340.0,30.763453524740157,8.388336967434007,13.132551216949746,29.982273474910812,36.45351492449763,40.049823912232014,74.1839762611276
长宁,7434.0,145.69938784330117,46.67281184687944,61.4456485308904,140.36451611221452,170.0,190.1457484619618,2088.045937010614
闵行,14108.0,86.87563854934348,29.915237062675804,24.020176948636855,82.03751363162027,107.14285714285714,123.01654146987846,652.5370641052411
青浦,5118.0,66.88023894842978,50.04370383410038,1.0,60.62945288794428,87.12657524601616,103.15585826846619,3100.0
静安,9481.0,145.28336740795822,55.91217141329395,37.124692561139724,133.7792642140468,179.47950942267423,211.09770808202654,736.8421052631579
黄浦,4593.0,178.49044715878225,59.49320124940366,26.831785345717233,164.59863256520637,205.8295605964619,250.0,707.9646017699115
