month,district,count,mean,std,min,50%,80%,90%,max
2,嘉定,2509.0,59.57271914744831,18.390596161192565,15.570664867389839,57.69230769230769,74.491431961714,83.45680778138579,147.72727272727272
2,奉贤,851.0,34.144067982321566,10.097725382646104,13.66120218579235,33.297227905484014,42.13483146067416,47.4934036939314,81.57742760498309
2,宝山,3762.0,65.96908758762298,19.37877581164455,0.5341642555085688,63.994242344935884,80.65833591336369,90.66009729654334,205.4653790836244
2,崇明,343.0,24.48263123392715,13.805944724103695,3.7313432835820897,21.978021978021978,33.39351387495821,41.44527413387151,95.52880481513327
2,徐汇,3269.0,134.9852283851152,45.431735416104914,39.26016402024079,127.4787535410765,161.42671031276922,188.04386910176873,459.3639575971731
2,普陀,2828.0,109.24580305412123,29.613444839863377,46.236559139784944,106.49949139699295,130.27685117064092,144.83870967741936,352.2302158273381
2,杨浦,2472.0,108.29051550670516,23.61695023807232,32.42266397363666,105.41276320937513,126.2458431217012,137.65555555555557,278.75
2,松江,2934.0,57.79971230865653,17.34584494842945,0.9555555555555556,55.935363579863264,70.38584502562122,79.13724740986243,167.98009124844464
2,浦东,1587.0,97.33541732665775,38.00251171875995,14.463729417000446,93.17183548515906,126.57426947889428,145.32026143790856,303.061434148346
2,虹口,1686.0,111.8555827298997,33.00472066619126,39.97113196025093,107.08149365672065,133.32024347143138,148.9741572621083,527.6174773289365
2,金山,505.0,28.79611138197423,7.534934249334058,6.949753283758427,28.02630160612267,33.94629166706882,38.140595526356385,63.86311603807688
2,长宁,2730.0,136.8755343051907,35.25828023444047,50.0,132.45520743508672,160.39661708953048,179.34992085426882,457.66590389016017
2,闵行,4016.0,82.46031300515241,28.588972739911682,22.974286471679772,78.74566632608108,103.1400412560165,118.01086549269388,450.6349856616141
2,青浦,1914.0,62.164598747771954,28.06412407102486,8.069288288772931,55.92460219978615,80.16708856376036,98.02931876025627,275.73208614009985
2,静安,3260.0,137.63809962385102,53.21918416256598,48.0,127.80623263587428,169.74804556836384,201.27136487804347,538.4615384615385
2,黄浦,1651.0,162.98087697973412,51.517747806975684,72.1901377165704,151.19209149059895,188.9763779527559,227.48815165876775,454.1326067211626
3,嘉定,2228.0,59.32971011034341,18.816954203529697,15.570664867389839,57.377049180327866,75.38755403639288,83.56464734842055,147.72727272727272
3,奉贤,745.0,34.60344685730678,10.449539038877946,7.332412081558984,33.92857142857143,42.825387038286664,47.67066599933453,79.8333911836168
3,宝山,3201.0,66.05753850775929,19.241266388044586,0.5341642555085688,64.56713664514429,80.68520357497518,90.58402860548271,265.73532761369677
3,崇明,325.0,24.577989585640054,14.352737253571373,3.7313432835820897,21.76642946839682,33.960164816844,41.86114746388983,95.52880481513327
3,徐汇,2949.0,135.23053174287767,45.878464269708815,51.01462419226846,126.29942679490915,160.8221578052268,189.30887613858238,500.0
3,普陀,2393.0,110.32806965891213,29.719587804333585,47.861664350779684,106.71863400148477,132.08260665887786,148.23014356519005,323.7410071942446
3,杨浦,2220.0,108.37745676899593,24.21576342828475,22.10844775424715,105.3884399443895,125.0,137.97475854391436,278.75
3,松江,2630.0,58.18617857709693,17.259177646312626,13.558402820147787,56.364267019834145,69.87642964320641,79.44594889316998,167.98009124844464
3,浦东,1184.0,97.66562452695129,40.70540105979827,4.4987146529562985,93.178560285067,127.0173420776983,147.7401485584792,425.00944465432565
3,虹口,1492.0,113.75929376674263,31.894087392633878,54.21817393190197,109.58553771243973,134.56801809043944,153.36477350792694,450.5
3,金山,502.0,28.555522943727915,7.674979124769141,6.949753283758427,28.014343343792024,34.41379347323459,38.08992427810587,63.86311603807688
3,长宁,2377.0,136.07018274609416,35.041990323327006,49.670212765957444,132.05678441729944,159.10504021438976,177.4832907178822,457.66590389016017
3,闵行,3255.0,82.26212567973218,29.212772632683116,22.974286471679772,78.0,102.97149787750156,117.62617627481434,368.701351904957
3,青浦,1755.0,62.034860683873575,27.702029282639476,8.069288288772931,55.68047970874826,79.6387608293802,97.68275603119208,275.73208614009985
3,静安,2855.0,137.70092216763842,52.833587704567485,53.393283686946745,127.51036021676761,170.07504032540854,197.7420698918609,538.4615384615385
3,黄浦,1490.0,162.32553422652447,53.203671573139225,65.13597134017262,150.39302263883974,188.06160511235433,227.37085939675222,744.6808510638298
