district,count,mean,std,min,50%,80%,90%,max
嘉定,13022.0,63.659315995403766,32.49637648661218,0.10330251711254738,61.53846153846154,79.0646114755104,87.9046341076696,3100.0
奉贤,3842.0,39.44616036662647,209.43931229722057,8.574150523975867,35.218709750400386,44.54248512660395,50.0,13000.0
宝山,20956.0,71.19796120650052,19.386849259150118,0.9574468085106383,70.0,86.35578583765113,95.41155752007987,391.6666666666667
崇明,438.0,26.833139661514604,13.189775569250521,4.761904761904762,24.467120181405896,36.62504301425009,41.666666666666664,99.2063492063492
徐汇,18560.0,135.52781797234712,45.52436131447996,37.81512605042017,129.0442108657778,162.19336135559635,186.62441314554002,785.7142857142858
新静安,752.0,124.3817941302158,26.236558257535044,65.40155879362928,122.88535340864212,145.33661906095398,156.82449208673737,269.25207756232686
普陀,16243.0,112.62544704556275,73.48799426952499,0.7402422611036339,108.38150289017341,133.84640390565664,148.80952380952382,6400.0
杨浦,15578.0,112.36090815950054,24.847610561984116,11.941316956670079,109.56964657376874,130.71895424836603,143.49261297994124,535.3535353535353
松江,14345.0,inf,,16.539440203562343,58.53658536585366,71.64251601736309,80.84145376494156,inf
浦东,16255.0,106.09577530408912,41.22487258770029,11.610549013103334,100.66033177645352,135.79218695260093,155.9375,862.9058354007119
虹口,10298.0,117.47925337786955,32.075947197757635,1.0,112.5537877244938,139.29476982944428,157.6235222794786,349.72022382094326
金山,1191.0,30.62227092448813,7.554782495135431,9.171787581399615,29.8009899989898,37.024937384297075,40.34090909090909,65.08298080052066
长宁,13640.0,141.8450843489243,36.7195596896265,45.93477262287552,137.61467889908258,166.6179905051284,184.78260869565216,666.6666666666666
闵行,26246.0,85.60934856000748,29.41031066966573,1.0,81.39681626615639,106.269236999838,121.18746772521874,600.3340989768219
闸北,2.0,131.2624773899645,11.071074283587329,123.4340456890199,131.2624773899645,135.95953641053126,137.52522275072016,139.0909090909091
青浦,10201.0,64.91700767728251,25.11587958073707,1.0,59.650053022269354,83.86134923592994,97.74436090225564,275.73208614009985
静安,16329.0,139.18156609160962,52.69316833896179,26.475626849400406,129.09319899244332,172.588812924981,203.62728077565075,675.1054852320675
黄浦,8154.0,169.24503447429666,56.324983359434555,30.0,157.89473684210526,195.4166222538047,235.59566329494618,2141.9807186678354
